OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2384115,04092016387,THE HAT RACK (RED HAT 9TH FLOOR),100 E DAVIE ST ,,RALEIGH,NC,27601,(919) 301-3062,2013/03/13 04:00:00+00,Restaurant,11688,-78.63762576,35.77518054,M
2384116,04092015568,HARRIS TEETER #422 DELI,120-100 ST ALBANS  DR ,,RALEIGH,NC,27609,(919) 781-4165,2010/02/03 05:00:00+00,Restaurant,11668,-78.63887103,35.83819686,M
2384117,04092018661,Woody's Sports Tavern & GRill,3107 Grace Park DR ,,MORRISVILLE,NC,27560,(373) 650-3177,2021/06/25 04:00:00+00,Restaurant,11696,-78.84652326,35.82111262,M
2384118,04092028050,Chop Shop,210 E SIX FORKS RD ,,RALEIGH,NC,27609,(919) 696-4603,2019/02/11 05:00:00+00,Food Stand,11697,-78.6299036,35.8214579,M
2384119,04092015866,TAQUERIA EL TORO,3615 JUNCTION  BLVD ,,RALEIGH,NC,27603,(919) 773-8172,2011/01/20 05:00:00+00,Restaurant,11705,-78.65709887,35.73081565,M
2384120,04092018781,Arby's #179,3415 Hillsborough ST ,,RALEIGH,NC,27607,(919) 828-1850,2022/01/20 05:00:00+00,Restaurant,11706,-78.68403942,35.79221151,T
2384121,04092018782,Arby's #70286,1404 N Main St,,FUQUAY-VARINA,NC,27526,(919) 552-8377,2022/01/20 05:00:00+00,Restaurant,11707,-78.772796,35.59236298,M
2384122,04092020681,A & K Food Mart #2,601 W Williams St ,P.O. BOX 220,APEX,NC,27502,(919) 303-5101,1995/10/17 04:00:00+00,Food Stand,11711,-78.86345442,35.73622526,M
2384123,04092021092,Food Lion #2534 Deli,13200 New Falls of Neuse Rd,,RALEIGH,NC,27614-8239,(919) 562-8912,2001/09/14 04:00:00+00,Food Stand,11739,-78.55981965,35.9407555,M
2384124,04092018166,UNC HEALTHCARE MOTOWN CAFE,1025 Think  PL ,,MORRISVILLE,NC,27560,(984) 974-7894,2019/09/03 04:00:00+00,Restaurant,11743,-78.83605698,35.85709776,M
2384125,04092021523,New Super Grocery & Fresh Halal Meat,748 E Chatham ST ,Unit G,CARY,NC,27511,(919) 463-0450,2008/04/14 04:00:00+00,Food Stand,11750,-78.76514155,35.79157241,M
2384126,04092018405,Gringo A GoGo,100 NW PERSON  ST ,,RALEIGH,NC,27601,(919) 977-1438,2020/07/17 04:00:00+00,Restaurant,11742,-78.63490591,35.78013392,T
2384127,04092018192,Cava Midtown,1100 Merchantile DR ,Suite 100,RALEIGH,NC,27609,(919) 276-4591,2019/10/01 04:00:00+00,Restaurant,11744,0,0,U
2384128,04092016006,MELLOW MUSHROOM,4300 NW CARY PKY ,,CARY,NC,27513,(919) 463-7779,2011/09/22 04:00:00+00,Restaurant,11754,-78.82814575,35.79020586,M
2384129,04092030569,The Blue Window (WCID #866),2411 E Millbrook  RD ,#106,RALEIGH,NC,27604,(984) 900-1676,2022/03/18 04:00:00+00,Mobile Food Units,11761,-78.59474383,35.84867059,M
2384130,04092018844,Bronco Tacos,3434 EDWARDS MILL RD,Suite 114,RALEIGH,NC,27612-4276,(919) 594-1719,2022/03/30 04:00:00+00,Restaurant,11781,-78.70345096,35.82690996,M
2384131,04092030505,Tacos Mi Tierra Caliente (WCID #792),4125 CAPITAL BLVD,Velero Gas Station,RALEIGH,NC,27604-3414,(919) 390-8544,2020/11/04 05:00:00+00,Mobile Food Units,11794,-78.58179053,35.83712238,M
2384132,04092017743,Chengdu 7 Sichuan Cuisine,748 E Chatham ST Suite E,,CARY,NC,27511,(919) 883-5567,2017/11/27 05:00:00+00,Restaurant,11795,-78.76514155,35.79157241,M
2384133,04092025347,Stop & Quick,1321 S Blount St,,RALEIGH,NC,27601,(919) 833-8200,2021/03/18 04:00:00+00,Food Stand,11798,-78.63664326,35.76383115,M
2384134,04092021091,BJ's Warehouse Club #123 (Foodstand - MM Area),8811 Brier Creek Pky ,,RALEIGH,NC,27616,(919) 806-5000,2001/09/07 04:00:00+00,Food Stand,11810,-78.78753116,35.90154813,M
2384135,04092018618,Hibachi & Co.,2316 HILLSBOROUGH ST,Suite 108,RALEIGH,NC,27607-7384,(919) 301-8888,2021/05/04 04:00:00+00,Restaurant,11821,-78.66664805,35.78770631,M
2384136,04092018435,Dunkin #358977,2880 ROGERS RD,,WAKE FOREST,NC,27587-3894,,2020/09/04 04:00:00+00,Restaurant,11823,-78.52448504,35.95188185,M
2384137,04092021446,Lowes Foods #191 Produce,9600 Strickland RD ,,RALEIGH,NC,27615,(919) 847-5661,2007/04/27 04:00:00+00,Food Stand,11832,-78.65568292,35.90277448,M
2384138,04092016105,THE GARDEN ON MILLBROOK,2400 E MILLBROOK RD ,,RALEIGH,NC,27604-2806,(919) 790-8900,2012/02/15 05:00:00+00,Restaurant,11840,-78.59604131,35.8475498,M
2384139,04092025225,DOMINO'S #8938,2001 WIDE WATERS PKY ,,KNIGHTDALE,NC,27545,(919) 266-6667,2018/11/19 05:00:00+00,Food Stand,11843,-78.50515596,35.79511678,T
2384140,04092011771,Barnes And Noble,760 SE Maynard Road ,,CARY,NC,27511,(919) 467-3866,1995/11/20 05:00:00+00,Restaurant,11846,-78.76212909,35.76995678,M
2384141,04092021107,PNC SUITES KITCHEN,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,2001/12/14 05:00:00+00,Food Stand,11857,-78.7229363,35.8032419,M
2384142,04092013500,Lucky 32,7307 TRYON RD ,,CARY,NC,27511-6603,(919) 233-1632,2002/01/24 05:00:00+00,Restaurant,11860,-78.78538599,35.73639972,M
2384143,04092013502,Lowes Foods #184 (Deli),5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 05:00:00+00,Restaurant,11861,-78.86537597,35.73683859,M
2384144,04092021924,FOOD LION #624 PRODUCE,2458 SW CARY PKY ,,CARY,NC,27513,(919) 481-0052,2015/12/09 05:00:00+00,Food Stand,11873,-78.82085718,35.76363975,M
2384145,04092011781,"Zest, Inc",8831 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 848-4792,1995/11/30 05:00:00+00,Restaurant,11851,-78.65190007,35.9001152,M
2384146,04092050029,ST. DAVID'S DINING HALL,3400 WHITE OAK RD ,,RALEIGH,NC,27609,(919) 782-3331 ext. 385,2015/08/17 04:00:00+00,Private School Lunchrooms,11885,-78.6488823,35.82342156,M
2384147,04092300050,Harris Teeter #38 Meat Market ,5563 WESTERN BLVD ,,RALEIGH,NC,27606-1595,(919) 859-0110,1991/08/26 04:00:00+00,Meat Market,11894,-78.72051017,35.78412594,M
2384148,04092017111,BOJANGLES #51,1425 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 846-6564,2015/12/04 05:00:00+00,Restaurant,11898,-78.69147726,35.99120973,M
2384149,04092018572,Wendy's,1213 NW MAYNARD RD ,,CARY,NC,27513-8720,(919) 468-0919,2021/03/23 04:00:00+00,Restaurant,11915,-78.81068148,35.78456335,M
2384150,04092016769,SMITHFIELD'S CHICKEN N BAR-B-QUE,1440 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 557-2400,2014/10/10 04:00:00+00,Restaurant,11920,-78.77463279,35.59446528,M
2384151,04092017116,MUM'S JAMAICAN RESTAURANT,3901-101 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 615-2332,2015/12/14 05:00:00+00,Restaurant,11900,-78.58295913,35.83464973,M
2384152,04092141861,Rolesville High Indoor Concession Stand,1099 E. Young  ST ,,ROLESVILLE,NC,27571,(919) 264-4449,2022/03/10 05:00:00+00,Limited Food Service,11932,-78.44139974,35.90590582,M
2384153,04092300272,RTP SABZI MANDI MEAT MARKET,1004-100 LOWER SHILOH WAY ,,MORRISVILLE,NC,27560,(919) 342-7171,2016/07/22 04:00:00+00,Meat Market,11935,-78.84631238,35.86492298,M
2384154,04092018574,Wendy's #11590,2091 S Main ST ,,WAKE FOREST,NC,27587,(919) 569-2133,2021/03/23 04:00:00+00,Restaurant,11936,-78.53253168,35.94845207,M
2384155,04092018052,Yemen Kitchen,117 SMALL PINES DR ,,Raleigh,NC,27603,(984) 444-7772,2019/02/05 05:00:00+00,Restaurant,11942,-78.65438837,35.71781208,M
2384156,04092015933,PORT CITY JAVA VET SCHOOL,1052 WILLIAM MOORE  DR ,,RALEIGH,NC,27606,(919) 513-3226,2011/04/12 04:00:00+00,Restaurant,11943,-78.70038996,35.79759694,M
2384157,04092017121,Cristina's Italian Kitchen,7144 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 373-8922,2015/12/30 05:00:00+00,Restaurant,11946,-78.48874912,35.79711938,M
2384158,04092016097,HYATT PLACE,710 CORPORATE CENTER DR ,,RALEIGH,NC,27607,(919) 233-2205,2012/01/31 05:00:00+00,Restaurant,11949,-78.73805959,35.79191164,M
2384159,04092030455,CockADoodleMoo (WCID #510),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 614-0701,2019/12/11 05:00:00+00,Mobile Food Units,11954,-78.7114342,35.63398295,M
2384160,04092025390,Little Caesars #67,100 Wakelon ST ,,ZEBULON,NC,27597,(919) 269-7211,2021/09/23 04:00:00+00,Food Stand,11965,-78.31858381,35.83228812,M
2384161,04092015939,SAN JOSE MEXICAN RESTAURANT,5811 POYNER VILLAGE  PKY ,,RALEIGH,NC,27616,(919) 790-1919,2011/04/20 04:00:00+00,Restaurant,11974,-78.56916648,35.86464286,M
2384162,04092040391,Purple Cabbage (WCID #837),2330-112 BALE ST,,RALEIGH,NC,27608-1798,(919) 771-9639,2021/06/08 04:00:00+00,Pushcarts,11984,-78.62772121,35.81322416,M
2384163,04092030385,Poblano's Tacos & More (WCID #660),1032 Huntsboro RD ,,Knightdale,NC,27545,(919) 279-2656,2018/12/13 05:00:00+00,Mobile Food Units,11985,-78.45819365,35.74969345,M
2384164,04092018818,LaQuinta RDU Food Service,1001 Hospitality CT,,MORRISVILLE,NC,27560,(919) 461-1771,2022/03/11 05:00:00+00,Restaurant,11988,-78.81641483,35.85963147,M
2384165,04092013543,Carolina Ale House,2240 WALNUT ST ,,CARY,NC,27518,(919) 854-9444,2002/03/01 05:00:00+00,Restaurant,11989,-78.74239025,35.7549643,M
2384166,04092013546,Mojoe's Burger Joint,620 GLENWOOD AVE,,RALEIGH,NC,27603-1224,(919) 832-6799,2002/03/27 04:00:00+00,Restaurant,11995,-78.64692492,35.78849622,M
2384167,04092030499,The Brunch Box (WCID #790),10125 Division Drive,,RALEIGH,NC,27603,(919) 624-5996,2020/10/16 04:00:00+00,Mobile Food Units,12002,-78.7114342,35.63398295,M
2384168,04092016751,LELI'S DINER,3325-109 ROGERS ROAD,,WAKE FOREST,NC,27587,(919) 263-1377,2014/09/02 04:00:00+00,Restaurant,12000,-78.51412541,35.95025455,M
2384169,04092018819,Pizza Pit,5335 Raynor  RD ,,RALEIGH,NC,27529,(919) 662-9101,2022/03/11 05:00:00+00,Restaurant,12003,-78.55095026,35.67534756,M
2384170,04092018441,Jersey Mike's Subs #3099,3490 Kildaire Farm RD ,Ste 172,CARY,NC,27518,(919) 363-7827,2020/09/10 04:00:00+00,Restaurant,12012,-78.79652253,35.70711378,T
2384171,04092015232,BUFFALO WILD WINGS #206,6700 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 217-2559,2008/09/25 04:00:00+00,Restaurant,12014,-78.50464192,35.79645,M
2384172,04092015860,BOJANGLES #45,900 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 453-6241,2011/01/07 05:00:00+00,Restaurant,12017,-78.47826635,35.90966729,M
2384173,04092017761,Tropical Picken Chicken,404-171 E SIX FORKS RD ,,RALEIGH,NC,27609,(919) 703-0661,2018/01/05 05:00:00+00,Restaurant,12005,-78.62593575,35.82034681,M
2384174,04092018003,Firehouse Subs #785,7901 FALLS OF NUESE RD ,STE 133,RALEIGH,NC,27615,(919) 656-7392,2018/12/19 05:00:00+00,Restaurant,12029,-78.62784692,35.89352061,M
2384175,04092016459,FAIRFIELD INN & SUITES CRABTREE BREAKFAST,2201 SUMMIT PARK  LN ,,RALEIGH,NC,27612,(919) 881-9800,2013/07/09 04:00:00+00,Restaurant,12030,-78.67491225,35.83413339,M
2384176,04092300268,CARLIE C'S MEAT #810,506 W GANNON AVE ,,ZEBULON,NC,27579,(919) 269-4111,2015/01/23 05:00:00+00,Meat Market,12034,-78.3247251,35.82139459,M
2384177,04092015233,QDOBA MEXICAN GRILL #203,3101-102 EDWARDS MILL  RD ,,RALEIGH,NC,27612,(919) 781-9220,2008/09/24 04:00:00+00,Restaurant,12016,-78.70695216,35.82399087,M
2384178,04092016317,PDQ #506,6305 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 803-1171,2012/12/07 05:00:00+00,Restaurant,12035,-78.62139862,35.86883928,M
2384179,04092016002,CHIPOTLE #1659,2316 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 576-1894,2011/09/16 04:00:00+00,Restaurant,12046,-78.66664805,35.78770631,M
2384180,04092018691,Home 2 Suites Raleigh North Food Service,3951 SUMNER BLVD,,RALEIGH,NC,27616-2996,(919) 758-8013,2021/08/08 04:00:00+00,Restaurant,12047,-78.57259237,35.86380676,M
2384181,04092018595,Element Gastropub,421 FAYETTEVILLE ST,Suite 103,RALEIGH,NC,27601,(833) 756-8273,2021/03/25 04:00:00+00,Restaurant,12049,-78.63936414,35.77440995,T
2384182,04092013568,Bob Evan's #427,8001 BRIER CREEK Pky,,RALEIGH,NC,27617-7596,(919) 806-3396,2002/04/17 04:00:00+00,Restaurant,12057,-78.78163087,35.91093015,M
2384183,04092025335,Boss of Vegan @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610,(252) 331-9292,2020/12/21 05:00:00+00,Food Stand,12067,-78.56954783,35.79505367,M
2384184,04092017498,WING STOP #1245,684-A CARY TOWNE BLVD ,,CARY,NC,27511,(919) 234-0736,2016/12/30 05:00:00+00,Restaurant,12064,-78.76589162,35.7755899,M
2384185,04092018846,A Slice of NY Pizza,8301 Brier Creek PKY ,STE 107,RALEIGH,NC,27617,(919) 889-5600,2022/04/20 04:00:00+00,Restaurant,12071,-78.78334742,35.90685073,M
2384186,04092014938,Brixx Briercreek,8511 Briercreek PKY ,Ste 101,RALEIGH,NC,27617,(919) 246-0640,2007/08/30 04:00:00+00,Restaurant,12073,-78.78334742,35.90685073,M
2384187,04092018198,Rookie's Sports Bar,11200 CAPITAL BLVD,,WAKE FOREST,NC,27587,(919) 390-2503,2019/10/14 04:00:00+00,Restaurant,12074,-78.53854002,35.95102106,M
2384188,04092018113,Hickory Tavern,3201 VILLAGE MARKET PL,,MORRISVILLE,NC,27560,(919) 468-3808,2019/06/12 04:00:00+00,Restaurant,12105,-78.81800343,35.80772157,M
2384189,04092300060,Harris Teeter #69 Meat Market,3201-123 EDWARDS MILL RD,,RALEIGH,NC,27612-5385,(919) 781-8776,1991/08/26 04:00:00+00,Meat Market,12090,-78.70556784,35.82545067,M
2384190,04092160088,Sunrise Of Raleigh Assisted Living Foodservice,4801 Edwards Mill RD ,,RALEIGH,NC,27612,(919) 787-0777,2021/09/08 04:00:00+00,Institutional Food Service,12122,-78.68554467,35.83972668,M
2384191,04092013613,Backyard Burgers #1130,13250 Strickland RD ,,RALEIGH,NC,27613,(919) 847-7098,2002/07/10 04:00:00+00,Restaurant,12138,-78.72644553,35.90762735,M
2384192,04092018820,a'Verde,2300 WALNUT ST,,CARY,NC,27518,,2022/03/15 04:00:00+00,Restaurant,12146,-78.74213421,35.75382756,M
2384193,04092016007,NC JAPAN EXPRESS,9660 FALLS OF NEUSE  RD ,STE 147,RALEIGH,NC,27615,(919) 846-1684,2011/09/16 04:00:00+00,Restaurant,12152,-78.60015155,35.90522894,M
2384194,04092017497,TOBACCO ROAD,505 W JONES ST ,,RALEIGH,NC,27603,(919) 301-8793,2016/12/28 05:00:00+00,Restaurant,12155,-78.64644507,35.78205613,M
2384195,04092018611,Heights House Kitchen ,308 S Boylan  ST ,,RALEIGH,NC,27603,(919) 594-1881,2021/04/09 04:00:00+00,Restaurant,12143,-78.65056959,35.77655182,M
2384196,04092110519,RIVER BEND MIDDLE SCHOOL CAFETERIA,6620 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 694-8690 ext. 27458,2017/06/23 04:00:00+00,Public School Lunchrooms,12161,-78.53657402,35.86167703,M
2384197,04092011879,El Dorado #8,8111 CREEDMOOR RD ,ste.161,RALEIGH,NC,27613-4389,(919) 848-0788,1996/05/31 04:00:00+00,Restaurant,12178,-78.68248786,35.89850336,M
2384198,04092018236,Tacos Don Marcos,9629 BITTER MELON DR ,,ANGIER,NC,27501,(919) 272-7062,2019/11/19 05:00:00+00,Restaurant,12192,-78.74798609,35.53954963,M
2384199,04092025286,Marco's Pizza #8403,1487 KELLY RD,,APEX,NC,27502-9572,(919) 446-5555,2019/10/25 04:00:00+00,Restaurant,12194,-78.89528261,35.73603924,M
2384200,04092018143,Verizon Cary Marketplace,7000 WESTON PKWY,,CARY,NC,27513,(336) 317-4537,2019/07/26 04:00:00+00,Restaurant,12196,-78.79195115,35.83093189,M
2384201,04092013637,Tacos Mexico Restaurant,209 E Williams ST ,,APEX,NC,27502,(919) 362-8074,2002/08/12 04:00:00+00,Restaurant,12201,-78.85166433,35.72667689,M
2384202,04092300210,International Foods,2215 New Hope Church Rd,,RALEIGH,NC,27604-1600,,2002/09/19 04:00:00+00,Meat Market,12207,-78.60062749,35.83624718,M
2384203,04092016870,Southern Foodservice Charter,4200 PARAMOUNT  PKY ,,MORRISVILLE,NC,27560,(919) 460-7304,2015/02/11 05:00:00+00,Restaurant,12213,-78.83206286,35.86029687,M
2384204,04092017639,41 NORTH COFFEE CO.,41 N MAIN ST ,,WENDELL,NC,27591,(919) 626-0271,2017/06/12 04:00:00+00,Restaurant,12215,-78.37014534,35.78245854,M
2384205,04092025391,Little Caesars #75,6727-B  Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 665-6781,2021/09/23 04:00:00+00,Food Stand,12198,-78.50310777,35.79761688,M
2384206,04092021701,PAPA JOHN'S,5007 WINSTON HILL DR ,,CARY,NC,27513,(919) 380-7272,2012/02/16 05:00:00+00,Food Stand,12226,-78.84641118,35.79047558,M
2384207,04092017634,RESIDENCE INN DOWNTOWN RALEIGH,616 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 856-0017,2017/06/27 04:00:00+00,Restaurant,12231,-78.64078384,35.77259393,M
2384208,04092017715,Pressed Sandwich House,10630-104 Durant RD ,,RALEIGH,NC,27614,(984) 269-5099,2017/11/06 05:00:00+00,Restaurant,12219,-78.59235176,35.90585466,M
2384209,04092017245,SALVIO'S PIZZERIA,6325 FALLS OF NEUSE RD ,STE 69,RALEIGH,NC,27615,(919) 981-5678,2016/06/22 04:00:00+00,Restaurant,12248,-78.62251606,35.86922851,M
2384210,04092017320,BJ'S Restaurant,5707 Dillard DR ,,CARY,NC,27518,(919) 710-8170,2016/09/12 04:00:00+00,Restaurant,12249,-78.74369156,35.75540712,M
2384211,04092017319,PUBLIX #1514 DELI,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Restaurant,12252,-78.5075981,35.94611021,M
2384212,04092021644,FOOD LION #2199 Meat Market/SEAFOOD,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2011/01/20 05:00:00+00,Food Stand,12257,-78.7027985,35.90556189,M
2384213,04092021841,HILBURN EXXON DELI,6700 HILBURN DR.,,RALEIGH,NC,27613,,2015/04/02 04:00:00+00,Food Stand,12270,-78.71533723,35.87241553,M
2384214,04092021643,FOOD LION #2199 DELI,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2011/01/20 05:00:00+00,Food Stand,12272,-78.7027985,35.90556189,M
2384215,04092018570,Wendy's #1341,4750 Capital BLVD ,,RALEIGH,NC,27616,(919) 976-9228,2021/03/23 04:00:00+00,Restaurant,12281,-78.57990167,35.85030189,M
2384216,04092300211,BJ's Membership Club Meat Mkt,255 Shenstone Blv ,,GARNER,NC,27529,(919) 661-3781,2002/10/25 04:00:00+00,Meat Market,12292,-78.58054205,35.69110315,M
2384217,04092017317,SAMS' CLUB #6976 CAFE,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/26 04:00:00+00,Restaurant,12293,-78.53862938,35.95675315,M
2384218,04092018612,New World Cafe,4112 PLEASANT VALLEY RD ,STE 124,RALEIGH,NC,27612,(919) 786-0091,2021/04/27 04:00:00+00,Restaurant,12303,-78.70472608,35.86043731,M
2384219,04092021938,CIRCLE K #3797,302 E WILLIAMS ST ,,APEX,NC,27502,(919) 387-3947,2016/02/24 05:00:00+00,Food Stand,12308,-78.85121029,35.72585566,M
2384220,04092300253,WHOLE FOODS #10338 MEAT,8710  SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Meat Market,12314,-78.65023656,35.89889154,M
2384221,04092021647,WALMART #4484 DELI,8031 OLD WAKE FOREST RD ,,RALEIGH,NC,27616,(919) 424-6235,2011/01/20 05:00:00+00,Food Stand,12331,-78.56666533,35.86809107,M
2384222,04092030312,THE ROLLING GRILL (WCID #558),7200 Old Stage RD ,,Raleigh,NC,27603,(919) 673-8038,2016/08/09 04:00:00+00,Mobile Food Units,12333,-78.65810885,35.67821959,M
2384223,04092021975,PUBLIX #1514 SEAFOOD,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Food Stand,12336,-78.5075981,35.94611021,M
2384224,04092021971,SAM'S CLUB #6976 ROTISSERIE,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 04:00:00+00,Food Stand,12339,-78.53862938,35.95675315,M
2384225,04092018242,Black & White Coffee Roasters,6320 ROGERS RD,,ROLESVILLE,NC,27571,,2019/12/02 05:00:00+00,Restaurant,12340,-78.46695569,35.92118294,M
2384226,04092021750,CHARLEY'S PHILLY STEAKS # 789,5959 TRIANGLE TOWN  BLVD ,STE 1124,RALEIGH,NC,27616,(919) 792-2206,2013/08/07 04:00:00+00,Food Stand,12341,-78.57603863,35.86599856,M
2384227,04092016900,BRIXX 700,1111 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 923-4731,2015/03/30 04:00:00+00,Restaurant,12342,-78.88929435,35.84836238,M
2384228,04092040286,LAMM'S HOT DOG CART (WCID#441),409 US 70 HWY E ,AGRI SUPPLY,GARNER,NC,27529,(919) 772-9670,2013/02/28 05:00:00+00,Pushcarts,12346,-78.59444411,35.70135482,M
2384229,04092030248,BOJANGLES MOBILE FOOD UNIT (WCID #446),840 E CHATHAM  ST ,,CARY,NC,27511,(919) 614-7532,2013/03/15 04:00:00+00,Mobile Food Units,12347,-78.76021314,35.79096632,M
2384230,04092018802,McDonald's #5105,2801 Wake Forest RD ,,RALEIGH,NC,27609,(919) 819-4504,2022/02/14 05:00:00+00,Restaurant,12349,-78.62471373,35.81912811,M
2384231,04092160004,Litchford Falls Healthcare Kitchen,8200 Litchford Rd,,RALEIGH,NC,27615,(919) 878-7772,2003/04/07 04:00:00+00,Institutional Food Service,12358,-78.60167943,35.89047655,M
2384232,04092110542,Emma Conn Magnet Elementary School Cafeteria,1220 BROOKSIDE DR,,RALEIGH,NC,27604,,2020/12/30 05:00:00+00,Public School Lunchrooms,12360,-78.62274262,35.79584396,M
2384233,04092018256,Sir Walter Coffee + Kitchen,242 S MAIN ST,118,HOLLY SPRINGS,NC,27540-9094,(919) 390-2150,2019/12/05 05:00:00+00,Restaurant,12361,-78.83395027,35.64920445,M
2384234,04092021974,PUBLIX #1514 PRODUCE,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Food Stand,12363,-78.5075981,35.94611021,M
2384235,04092021751,HARRIS TEETER #395 MEAT MARKET/SEAFOOD,1432 BROGDEN WOODS  DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 04:00:00+00,Food Stand,12368,-78.69147726,35.99120973,M
2384236,04092110512,WHITE OAK ELEMENTARY SCHOOL CAFETERIA,1512 WHITE OAK CHURCH RD ,,CARY,NC,27523,(919) 694-0202 ext. 22873,2016/08/12 04:00:00+00,Public School Lunchrooms,12365,-78.92001173,35.7815049,M
2384237,04092030480,Vic's Pizza Bus (WCID #769),2201 S Wilmington ST ,,RALEIGH,NC,27603,(919) 656-0356,2020/05/22 04:00:00+00,Mobile Food Units,12369,-78.63902655,35.752054,M
2384238,04092025231,The Butchers Market,4200 Lassiter RD ,,HOLLY SPRINGS,NC,27540,(919) 267-9191,2018/12/14 05:00:00+00,Food Stand,12378,-78.79440661,35.66435998,M
2384239,04092017248,CELLAR 55,1351 E BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 446-1156,2016/06/15 04:00:00+00,Restaurant,12381,-78.77604319,35.59548799,M
2384240,04092018815,La Buena Vida,4516 FALLS OF NEUSE RD,,RALEIGH,NC,27609,,2022/03/09 05:00:00+00,Restaurant,12394,-78.61307189,35.84373049,M
2384241,04092021755,CARLIE C'S DELI,4111 NEW BERN  AVE ,,RALEIGH,NC,27610,(919) 250-7876,2013/07/29 04:00:00+00,Food Stand,12417,-78.56526592,35.80114227,M
2384242,04092017536,MCDONALDS #29233 BRIER CREEK WALMART,10050 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 957-8404,2017/03/13 04:00:00+00,Restaurant,12424,-78.77801463,35.91234038,M
2384243,04092021933,CIRCLE K #3795,1410 W Williams  ST ,,APEX,NC,27523,(919) 363-4582,2016/02/24 05:00:00+00,Food Stand,12428,-78.87632927,35.75184697,M
2384244,04092018177,Fusion Nine,1012-150 MORRISVILLE PKY ,,MORRISVILLE,NC,27560-9367,(984) 465-0060,2019/09/15 04:00:00+00,Restaurant,12420,-78.82206645,35.80962949,M
2384245,04092017257,BRIGS AT THE FOREST,12338 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 556-8422,2016/07/12 04:00:00+00,Restaurant,12436,-78.54195397,35.98159422,M
2384246,04092300258,JERUSALEM MEAT MARKET,2233 AVENT FERRY RD ,STE 101,RALEIGH,NC,27606,(919) 821-5499,2012/07/20 04:00:00+00,Meat Market,12438,-78.67605091,35.77835817,M
2384247,04092018497,Take 5 Cafe,4025 Centregreen  WAY ,,CARY,NC,27513,(919) 818-5420,2020/12/14 05:00:00+00,Restaurant,12442,-78.79483963,35.82641623,M
2384248,04092018527,SoBol,8204 TRYON WOODS DR,,CARY,NC,27518,(919) 439-1777,2021/02/10 05:00:00+00,Restaurant,12447,-78.74322582,35.74716614,M
2384249,04092014971,Hampton Inn & Suites Brier Creek Foodservice,8021 Arco Corporate  DR ,,RALEIGH,NC,27617,(919) 484-0500,2007/10/04 04:00:00+00,Restaurant,12449,-78.77725928,35.9073627,M
